date,category,region,units_sold,discount_pct,sales_amount
2023-03-16,Furniture,West,39,0.26,13017.13
2022-01-01,Furniture,North,31,0.02,18132.72
2023-10-05,Food,East,21,0.04,1569.5
2021-08-11,Furniture,East,47,0.05,11623.26
2021-10-22,Clothing,West,34,0.04,3393.41
2023-06-03,Food,East,31,0.07,923.85
2022-03-24,Furniture,West,25,0.28,12259.34
2021-08-06,Food,East,12,0.33,1762.05
2023-06-24,Sports,South,1,0.16,4508.77
2022-06-15,Clothing,West,22,0.28,2015.74
2021-07-31,Electronics,North,40,0.08,8563.62
2021-03-13,Clothing,North,37,0.39,3176.9
2021-05-30,Food,East,47,0.14,1122.84
2021-05-25,Furniture,East,1,0.34,10920.4
2022-05-29,Electronics,South,1,0.38,7796.88
2023-07-03,Furniture,North,42,0.35,12093.41
2021-02-08,Food,North,42,0.03,739.93
2023-10-17,Clothing,West,21,0.26,2574.5
2021-11-01,Electronics,West,15,0.05,11368.27
2021-01-02,Clothing,West,17,0.0,4282.62
2021-03-19,Clothing,West,22,0.02,2455.86
2023-03-11,Sports,West,38,0.37,5085.13
2022-06-30,Sports,East,35,0.36,4431.84
2021-11-07,Furniture,North,45,0.09,17447.22
2022-11-07,Food,East,16,0.22,1770.03
2023-03-13,Clothing,South,8,0.38,2259.55
2021-01-08,Clothing,West,47,0.2,4424.84
2023-11-22,Furniture,West,17,0.16,18887.58
2023-10-02,Electronics,North,17,0.19,8598.68
2023-09-07,Electronics,South,26,0.32,8099.01
2023-06-13,Food,North,13,0.19,1352.91
2023-04-08,Food,South,17,0.31,1775.72
2021-05-24,Sports,North,38,0.17,4139.91
2022-04-08,Food,East,17,0.1,1716.48
2021-01-07,Food,West,48,0.13,2348.69
2023-02-27,Electronics,North,14,0.03,8222.41
2023-09-15,Electronics,West,45,0.2,7289.7
2021-09-06,Furniture,North,6,0.06,11939.83
2023-01-06,Sports,North,35,0.32,6116.76
2022-11-14,Clothing,South,46,0.17,4282.47
2022-09-13,Clothing,South,14,0.31,2376.12
2023-04-01,Clothing,South,47,0.38,3002.61
2021-04-24,Food,North,8,0.34,3573.95
2021-07-05,Sports,North,15,0.38,3588.45
2023-01-19,Food,West,27,0.23,2178.87
2023-12-31,Sports,West,13,0.07,6630.69
2022-11-28,Furniture,West,49,0.37,18886.56
2021-06-14,Sports,North,31,0.35,3708.36
2023-07-31,Sports,West,35,0.35,4482.31
2022-08-17,Sports,West,6,0.28,4395.63
2022-02-20,Sports,West,5,0.25,3746.84
2021-12-28,Clothing,South,22,0.01,4812.48
2021-03-22,Furniture,East,49,0.3,11913.46
2023-02-26,Electronics,South,23,0.04,7686.61
2022-01-27,Furniture,South,25,0.1,18859.53
2022-09-05,Sports,South,34,0.22,4324.67
2023-03-10,Sports,South,26,0.18,3159.1
2021-08-07,Food,West,47,0.01,1436.14
2023-01-06,Sports,North,5,0.33,5740.26
2023-09-24,Furniture,East,26,0.35,11894.68
2021-06-23,Electronics,South,20,0.27,8257.98
2023-06-16,Food,North,6,0.22,1646.7
2022-01-24,Food,South,6,0.38,2967.04
2021-10-14,Electronics,West,18,0.05,8610.93
2021-03-15,Furniture,East,4,0.3,11393.05
2022-01-31,Sports,East,17,0.05,5950.84
2021-02-21,Electronics,West,14,0.15,7026.61
2022-05-04,Furniture,South,14,0.23,11501.66
2023-09-29,Furniture,West,13,0.29,10952.21
2023-03-08,Furniture,North,7,0.0,11216.0
2021-05-10,Sports,North,44,0.1,4700.05
2022-09-23,Sports,East,15,0.22,4376.35
2023-10-21,Clothing,South,19,0.21,3308.53
2023-12-30,Food,East,43,0.26,2837.67
2023-07-10,Sports,South,47,0.12,4306.35
2021-02-03,Clothing,North,44,0.22,2957.61
2021-03-17,Furniture,North,35,0.08,11705.33
2022-11-26,Food,North,17,0.07,3097.82
2021-04-25,Food,South,35,0.23,2153.19
2022-11-23,Electronics,West,19,0.27,11890.27
2021-03-29,Clothing,East,20,0.05,3381.93
2023-04-11,Sports,South,36,0.05,2604.53
2021-08-31,Food,South,35,0.23,1907.12
2022-03-10,Furniture,South,32,0.11,11749.61
2023-12-08,Food,North,48,0.16,3606.24
2023-07-28,Electronics,South,44,0.16,8575.31
2021-11-02,Sports,South,40,0.07,5013.66
2022-04-23,Clothing,East,24,0.0,2644.35
2021-05-28,Electronics,West,17,0.34,8030.29
2021-03-17,Clothing,East,7,0.29,2978.78
2021-10-17,Furniture,West,43,0.28,11956.2
2023-09-29,Clothing,West,1,0.22,3492.37
2021-02-09,Furniture,South,35,0.28,11729.61
2023-08-24,Electronics,South,32,0.37,7963.83
2021-04-04,Furniture,West,36,0.27,12763.04
2022-05-13,Electronics,East,13,0.11,8771.11
2021-09-25,Electronics,North,6,0.23,8488.87
2021-01-30,Food,West,14,0.18,2075.14
2021-12-19,Sports,South,37,0.22,5646.34
2021-04-13,Sports,West,48,0.21,3979.35
2022-09-22,Furniture,West,15,0.34,12014.23
2021-07-19,Electronics,East,47,0.26,7982.34
2023-07-24,Sports,North,4,0.08,4278.15
2021-12-16,Food,East,40,0.03,2430.33
2021-05-11,Sports,South,16,0.17,4159.45
2021-08-06,Electronics,South,28,0.01,7766.63
2021-08-22,Furniture,North,16,0.13,11400.53
2023-10-16,Sports,North,4,0.15,4347.32
2022-03-28,Clothing,North,45,0.15,3030.35
2021-05-10,Sports,East,26,0.39,4204.41
2022-02-20,Sports,North,28,0.12,4218.36
2023-05-23,Food,West,32,0.11,486.59
2022-11-22,Electronics,East,45,0.05,12860.76
2023-04-04,Clothing,South,2,0.2,2717.45
2022-10-27,Furniture,West,31,0.06,12686.97
2021-09-05,Sports,West,3,0.25,4212.33
2021-10-09,Food,East,8,0.06,960.71
2022-10-21,Clothing,South,24,0.23,2646.18
2022-03-13,Sports,West,15,0.33,3655.44
2021-04-04,Clothing,West,43,0.02,2684.2
2021-12-22,Electronics,South,31,0.17,11115.32
2022-11-19,Furniture,East,9,0.18,17600.77
2021-05-10,Electronics,North,39,0.32,8483.69
2021-09-05,Food,South,45,0.19,2034.88
2022-07-15,Clothing,West,2,0.23,2661.87
2021-10-17,Furniture,South,8,0.32,11063.57
2023-05-01,Electronics,East,7,0.22,8315.46
2021-12-11,Electronics,East,44,0.14,11460.63
2023-01-28,Clothing,East,39,0.03,3999.65
2021-12-04,Food,South,42,0.29,2108.58
2023-06-18,Clothing,South,16,0.35,2811.77
2022-05-14,Food,West,35,0.39,1105.12
2021-03-25,Food,East,30,0.37,1150.3
2021-10-01,Furniture,West,10,0.32,11749.03
2021-07-24,Clothing,East,38,0.26,2643.01
2023-02-10,Furniture,West,18,0.31,11674.46
2021-11-20,Clothing,West,5,0.17,4347.14
2021-02-02,Clothing,West,29,0.24,3176.68
2023-09-25,Food,East,39,0.14,1624.53
2021-06-15,Electronics,West,34,0.13,7728.91
2021-01-14,Food,East,43,0.3,2091.65
2021-01-15,Food,West,45,0.18,2922.17
2022-01-03,Sports,South,23,0.08,6493.32
2021-07-02,Sports,South,5,0.08,4274.11
2022-08-05,Electronics,East,30,0.34,7114.33
2023-05-03,Electronics,East,6,0.27,8053.53
2023-09-02,Clothing,East,46,0.22,2662.26
2021-09-17,Electronics,North,44,0.16,7521.74
2022-02-27,Electronics,North,4,0.17,7820.16
2021-10-21,Clothing,East,29,0.02,3523.54
2022-07-09,Electronics,West,23,0.18,8444.14
2023-12-08,Food,South,6,0.32,1940.24
2023-07-12,Clothing,East,32,0.16,3042.31
2023-04-24,Electronics,North,42,0.15,7789.22
2022-05-05,Furniture,West,18,0.01,11879.97
2021-12-24,Food,South,15,0.18,2748.78
2021-03-19,Electronics,West,40,0.01,7968.42
2022-01-04,Sports,East,32,0.23,5121.41
2023-10-21,Sports,West,9,0.2,4069.34
2021-06-30,Furniture,East,37,0.34,12908.18
2022-09-09,Sports,North,10,0.23,3650.0
2022-12-14,Electronics,South,20,0.13,12774.27
2023-05-08,Furniture,North,6,0.21,12308.73
2021-01-10,Sports,West,48,0.28,6588.13
2022-04-28,Food,South,3,0.04,1937.72
2022-01-29,Electronics,West,42,0.25,12088.9
2021-08-29,Food,West,11,0.37,1193.38
2023-12-22,Electronics,West,43,0.12,12087.84
2021-07-15,Food,South,17,0.25,1616.59
2023-01-12,Clothing,South,32,0.33,4985.78
2023-11-06,Furniture,East,4,0.2,16874.49
2022-03-26,Clothing,North,4,0.29,2285.06
2023-08-09,Sports,West,17,0.12,4118.15
2022-03-03,Food,South,41,0.12,1666.37
2022-07-21,Electronics,East,19,0.27,7566.39
2021-04-19,Sports,East,5,0.28,4178.64
2022-02-01,Electronics,South,32,0.37,8339.18
2021-08-19,Electronics,North,22,0.09,7902.65
2021-11-02,Clothing,South,6,0.19,5214.78
2023-08-30,Clothing,North,35,0.1,3808.22
2023-10-16,Food,East,22,0.03,1560.89
2021-12-28,Clothing,West,1,0.16,4920.44
2021-11-24,Sports,East,20,0.15,5151.82
2021-03-30,Sports,North,22,0.11,4536.69
2021-04-21,Clothing,South,48,0.12,3732.99
2023-01-16,Furniture,South,11,0.14,17492.3
2022-08-07,Food,South,13,0.4,1808.36
2022-03-06,Electronics,East,42,0.31,7063.23
2023-06-10,Food,West,3,0.03,1106.61
2022-05-30,Furniture,West,9,0.35,11739.84
2022-11-16,Furniture,North,12,0.25,17262.62
2023-07-18,Electronics,East,23,0.36,7881.0
2021-03-30,Sports,East,14,0.14,3848.02
2021-08-02,Furniture,West,33,0.19,12308.39
2021-04-18,Clothing,West,18,0.36,2243.05
2021-12-27,Clothing,South,49,0.11,4811.67
2021-11-20,Clothing,East,41,0.37,4105.42
2021-03-01,Sports,North,9,0.33,3360.74
2023-09-21,Furniture,East,23,0.39,11901.8
2023-11-21,Sports,North,10,0.13,6376.37
2021-08-26,Electronics,West,19,0.09,7757.9
2021-05-26,Clothing,North,47,0.13,3256.95
2022-04-27,Furniture,South,5,0.38,12139.45
2023-06-30,Sports,South,47,0.13,5567.33
2022-10-30,Furniture,South,23,0.23,11843.71
2023-05-09,Furniture,North,30,0.16,11916.75
2022-02-12,Food,East,25,0.16,2053.96
2022-10-30,Food,West,28,0.08,1474.14
2022-04-17,Clothing,South,34,0.21,3125.49
2021-08-14,Electronics,South,45,0.34,7121.68
2022-10-30,Electronics,South,48,0.02,7939.04
2022-04-12,Furniture,West,47,0.36,11647.45
2021-07-20,Clothing,South,25,0.27,2760.25
2022-05-01,Electronics,North,10,0.25,8128.27
2023-04-25,Sports,East,14,0.25,3972.55
2022-02-14,Food,East,42,0.12,1886.08
2023-02-09,Electronics,North,46,0.17,8476.99
2022-03-28,Food,West,30,0.32,1411.4
2021-05-31,Food,West,41,0.12,1649.74
2023-08-23,Furniture,West,25,0.19,10983.16
2023-09-20,Electronics,West,14,0.01,8157.29
2021-04-22,Food,North,35,0.29,2026.51
2023-06-12,Furniture,West,48,0.17,11545.12
2021-10-24,Electronics,South,34,0.21,8377.75
2022-03-19,Clothing,West,10,0.05,2774.01
2023-07-21,Electronics,South,35,0.4,7711.66
2021-12-31,Sports,South,11,0.12,6712.09
2023-03-05,Sports,West,11,0.25,3983.55
2023-02-04,Sports,South,21,0.23,4433.41
2021-10-07,Electronics,North,21,0.31,7023.69
2023-07-27,Sports,North,22,0.12,3695.08
2022-02-02,Clothing,North,45,0.3,3355.8
2023-01-05,Furniture,South,7,0.15,18062.2
2022-07-07,Furniture,South,17,0.16,11908.07
2022-02-19,Sports,North,2,0.27,4301.99
2022-11-19,Sports,North,12,0.31,5584.32
2021-09-18,Food,East,42,0.27,2108.62
2021-03-07,Electronics,East,18,0.36,7893.71
2021-05-03,Sports,South,11,0.11,3592.13
2022-07-29,Electronics,West,16,0.36,7624.97
2021-10-07,Food,East,49,0.05,1459.23
2021-08-16,Clothing,South,18,0.26,2786.76
2023-08-12,Food,South,35,0.22,1763.08
2023-07-29,Sports,South,26,0.2,3976.82
2023-05-07,Furniture,West,16,0.12,11822.01
2021-12-17,Food,West,6,0.2,2426.7
2022-12-05,Electronics,West,44,0.06,11735.23
2022-03-27,Electronics,North,43,0.15,8245.67
2022-08-28,Electronics,South,47,0.04,8163.2
2021-11-18,Food,West,47,0.23,2392.62
2021-12-15,Clothing,West,48,0.04,4321.03
2022-04-16,Food,North,42,0.06,1185.2
2021-06-27,Furniture,South,12,0.03,12404.35
2023-04-24,Clothing,West,13,0.15,3307.03
2023-12-05,Food,North,4,0.34,1746.01
2023-09-29,Food,East,39,0.36,1283.59
2022-03-20,Furniture,East,2,0.03,12669.86
2023-08-28,Electronics,East,26,0.25,8492.0
2023-08-06,Sports,West,27,0.27,3414.99
2022-07-26,Food,South,27,0.21,1505.94
2021-01-30,Electronics,North,15,0.27,12209.5
2023-05-27,Furniture,East,8,0.09,12496.82
2022-05-21,Food,West,7,0.2,1563.56
2022-05-23,Food,East,47,0.16,1741.93
2022-11-02,Furniture,North,46,0.04,18465.67
2023-06-09,Electronics,North,40,0.25,8532.85
2022-04-01,Electronics,South,12,0.2,7909.62
2021-11-02,Food,South,13,0.11,2272.78
2021-01-11,Food,East,43,0.19,1870.97
2023-05-06,Clothing,East,17,0.31,2863.44
2021-04-01,Electronics,North,17,0.32,7796.29
2021-03-24,Clothing,South,36,0.26,2905.69
2023-08-22,Sports,East,21,0.19,3952.88
2023-10-30,Sports,North,8,0.23,4406.68
2021-03-10,Sports,North,5,0.15,4174.66
2023-05-22,Electronics,North,26,0.05,7360.03
2023-12-24,Food,North,16,0.15,2525.2
2023-03-19,Electronics,East,36,0.21,7725.61
2023-09-09,Electronics,East,28,0.24,7455.3
2021-07-20,Food,West,29,0.37,928.87
2023-07-16,Food,North,47,0.31,1584.89
2023-10-12,Food,West,12,0.06,2030.46
2022-05-08,Electronics,East,37,0.07,7894.59
2021-06-20,Clothing,North,30,0.04,3468.63
2021-01-26,Sports,North,23,0.3,6042.84
2023-04-13,Clothing,South,16,0.28,1922.19
2022-03-23,Sports,North,14,0.39,4306.07
2021-09-29,Electronics,East,10,0.21,7728.91
2023-01-05,Clothing,East,7,0.33,4094.73
2022-08-29,Electronics,North,45,0.23,8308.95
2022-05-05,Food,North,37,0.35,1566.93
2021-07-05,Food,East,29,0.29,1466.37
2021-02-02,Sports,North,3,0.26,4048.53
2023-09-10,Sports,East,15,0.23,3576.45
2022-09-17,Electronics,South,36,0.29,8884.98
2021-11-28,Sports,North,47,0.17,6086.29
2023-07-30,Sports,East,46,0.04,4079.32
2021-02-19,Sports,West,19,0.02,3956.48
2023-07-21,Food,West,13,0.19,691.73
2023-08-08,Sports,East,42,0.24,3662.72
2021-10-11,Food,North,21,0.03,888.11
2023-04-11,Electronics,South,37,0.11,7340.17
2022-01-14,Furniture,East,27,0.13,17229.22
2023-01-29,Electronics,South,29,0.23,11682.4
2023-08-09,Food,North,20,0.11,1510.24
2021-01-03,Furniture,East,25,0.04,17288.9
2021-05-25,Electronics,South,6,0.07,8349.92
2023-02-28,Food,West,36,0.07,1648.73
2022-11-13,Food,East,2,0.34,2134.15
2023-12-24,Electronics,West,22,0.11,13081.05
2021-03-08,Clothing,East,32,0.29,2879.7
2022-08-31,Electronics,East,16,0.23,8399.11
2023-05-23,Electronics,North,18,0.39,8104.73
2022-07-07,Sports,South,5,0.11,4719.37
2022-03-01,Electronics,North,36,0.06,8542.29
2021-06-15,Electronics,North,30,0.02,7850.0
2022-11-19,Furniture,North,45,0.1,17868.16
2021-04-23,Electronics,West,19,0.27,7329.29
2023-11-21,Furniture,East,23,0.03,18057.98
2023-01-16,Food,West,34,0.1,2577.32
2021-04-16,Furniture,East,13,0.34,11969.06
2021-08-16,Sports,West,43,0.23,4700.3
2023-02-24,Electronics,North,29,0.03,8072.56
2023-01-19,Food,West,36,0.02,2873.71
2023-08-12,Clothing,West,22,0.02,2918.43
2021-03-25,Sports,East,47,0.38,3420.23
2023-01-19,Sports,North,36,0.34,5687.5
2023-01-21,Clothing,North,9,0.34,4483.9
2021-12-25,Electronics,North,39,0.37,11625.23
2021-05-18,Food,South,19,0.2,672.47
2022-02-24,Clothing,West,38,0.1,1998.83
2021-10-11,Clothing,North,6,0.16,3506.95
2022-11-17,Sports,West,47,0.29,6192.67
2022-05-04,Electronics,South,15,0.35,8137.83
2021-08-21,Electronics,West,20,0.17,8084.18
2023-09-07,Furniture,North,9,0.21,11726.28
2022-03-06,Clothing,West,32,0.37,3397.17
2022-04-07,Clothing,North,4,0.04,2130.36
2022-10-19,Clothing,North,18,0.34,1957.95
2022-12-24,Sports,East,5,0.06,5899.18
2022-07-02,Clothing,West,20,0.19,3064.85
2023-10-29,Furniture,West,23,0.09,11557.94
2023-05-17,Electronics,West,11,0.24,7203.34
2022-07-22,Sports,North,37,0.22,4295.33
2021-04-22,Food,North,22,0.15,1294.29
2021-05-10,Sports,West,4,0.35,4347.04
2023-02-03,Clothing,West,29,0.26,3652.85
2022-12-09,Furniture,West,44,0.29,17198.21
2023-07-16,Sports,East,34,0.06,4106.66
2023-09-23,Clothing,South,13,0.35,3124.8
2023-10-24,Electronics,South,42,0.07,8372.21
2023-12-15,Furniture,South,9,0.09,17733.29
2021-09-09,Clothing,West,42,0.05,3027.92
2023-08-21,Sports,North,31,0.18,4366.83
2023-12-26,Furniture,West,7,0.36,18218.88
2023-12-28,Clothing,North,4,0.1,5279.47
2022-08-22,Sports,East,19,0.15,3565.77
2023-07-15,Food,North,42,0.34,1603.51
2023-01-24,Food,East,30,0.25,2206.86
2021-05-15,Clothing,South,31,0.3,2896.74
2022-01-21,Furniture,East,35,0.09,18294.07
2023-07-27,Sports,South,21,0.29,4057.82
2021-06-28,Furniture,East,31,0.09,11467.02
2021-06-14,Sports,East,19,0.39,4476.35
2023-03-12,Food,North,31,0.22,1795.13
2022-01-02,Food,East,32,0.28,2987.35
2022-08-14,Clothing,West,2,0.05,3363.56
2021-06-07,Sports,East,10,0.1,3893.24
2021-08-12,Electronics,West,2,0.06,7897.07
2021-12-04,Furniture,South,2,0.16,18517.9
2022-07-20,Food,East,24,0.11,1116.44
2021-08-18,Sports,South,17,0.29,3547.56
2021-10-31,Furniture,East,32,0.04,12110.19
2023-10-14,Electronics,South,16,0.3,7252.96
2021-11-05,Electronics,South,16,0.02,12174.35
2022-02-23,Furniture,South,46,0.08,12234.84
2023-12-03,Sports,East,39,0.32,5876.8
2021-02-16,Clothing,South,31,0.3,3704.02
2022-08-24,Food,West,43,0.19,2063.99
2023-05-04,Clothing,West,24,0.02,2610.89
2021-09-28,Sports,South,1,0.24,4327.88
2023-08-29,Clothing,North,11,0.16,3492.27
2022-12-12,Sports,West,21,0.13,6041.38
2023-05-11,Electronics,West,4,0.26,7784.09
2023-06-29,Clothing,East,7,0.17,2445.61
2021-02-13,Clothing,North,26,0.04,2720.89
2022-08-21,Electronics,North,47,0.37,7456.75
2022-01-23,Clothing,East,12,0.31,4956.23
2021-05-09,Clothing,East,31,0.02,2872.43
2021-02-15,Electronics,West,17,0.21,8260.83
2022-04-21,Electronics,West,33,0.03,8630.15
2023-12-01,Furniture,West,11,0.33,18106.09
2022-11-19,Clothing,South,28,0.25,5088.54
2023-04-24,Clothing,North,32,0.07,2824.72
2022-12-04,Food,South,1,0.01,2443.23
2022-10-31,Electronics,North,47,0.01,8102.7
2023-09-23,Sports,South,28,0.2,3649.24
2023-12-22,Electronics,East,42,0.29,11845.33
2023-07-01,Clothing,South,7,0.05,3707.59
2023-07-27,Electronics,South,2,0.09,7827.56
2022-09-15,Electronics,West,42,0.13,7168.68
2021-09-28,Furniture,South,24,0.09,11826.88
2022-09-20,Electronics,West,4,0.16,7623.54
2021-12-18,Food,West,44,0.22,2477.96
2022-06-17,Clothing,West,19,0.27,3307.4
2022-04-10,Furniture,South,26,0.39,12179.06
2023-09-19,Clothing,East,11,0.37,2795.26
2023-02-01,Clothing,East,40,0.23,3029.59
2022-08-14,Electronics,North,43,0.29,7842.36
2021-04-07,Food,East,11,0.38,776.58
2021-10-31,Food,North,45,0.03,1443.95
2022-12-25,Furniture,South,3,0.0,19318.33
2022-08-06,Furniture,East,12,0.01,11485.37
2023-07-23,Sports,South,3,0.23,3072.58
2021-12-07,Food,East,42,0.31,2961.97
2021-11-26,Furniture,East,27,0.15,18224.33
2022-08-08,Clothing,West,49,0.22,3148.97
2022-01-09,Clothing,North,2,0.21,4320.71
2021-12-26,Clothing,South,49,0.04,4613.13
2021-11-11,Furniture,North,16,0.13,18025.88
2021-11-27,Food,West,2,0.01,2905.38
2022-05-03,Clothing,South,30,0.04,3458.48
2021-08-28,Clothing,North,20,0.32,3301.12
2021-03-26,Furniture,West,38,0.33,11658.64
2022-10-11,Furniture,South,28,0.32,12114.48
2021-09-17,Food,North,25,0.29,1192.29
2023-06-22,Furniture,West,32,0.32,12614.23
2022-06-18,Electronics,South,10,0.27,7642.51
2023-01-28,Food,South,42,0.27,2182.74
2022-01-13,Electronics,West,40,0.27,11456.62
2022-02-25,Furniture,West,33,0.21,11750.93
2021-03-13,Furniture,West,13,0.15,11745.29
2022-10-12,Clothing,West,41,0.29,2923.64
2022-12-06,Electronics,North,42,0.12,11550.19
2021-10-30,Electronics,North,47,0.22,8607.81
2023-02-03,Furniture,East,37,0.17,11906.47
2023-07-08,Sports,South,16,0.11,3733.19
2021-11-29,Food,East,45,0.39,2634.84
2023-12-29,Clothing,South,22,0.1,5581.2
2022-09-10,Furniture,West,20,0.12,11797.88
2021-09-06,Electronics,West,43,0.06,7877.42
2021-02-21,Food,South,27,0.33,1130.85
2023-04-09,Clothing,North,41,0.23,3331.01
2023-10-20,Food,North,16,0.25,1977.69
2021-10-25,Food,North,34,0.33,1476.81
2023-07-28,Clothing,West,32,0.14,2780.82
2022-10-18,Furniture,North,26,0.08,12266.98
2021-11-16,Electronics,South,25,0.08,12369.84
2021-01-09,Furniture,North,2,0.29,18777.02
2023-11-06,Sports,North,12,0.25,5708.73
2022-11-10,Electronics,South,40,0.08,12426.17
2022-08-29,Sports,East,9,0.06,4052.89
2023-08-29,Furniture,South,12,0.05,11132.86
2022-08-17,Food,South,26,0.25,2261.1
2021-10-29,Food,East,9,0.0,1648.74
2023-06-25,Clothing,East,10,0.01,3303.4
2022-11-25,Furniture,West,32,0.16,18473.16
2021-08-19,Clothing,South,34,0.28,3298.03
2023-09-08,Food,North,48,0.28,1016.5
2021-03-24,Furniture,East,20,0.17,12337.34
2021-10-13,Furniture,West,39,0.28,12248.32
2021-08-28,Food,West,2,0.21,665.08
2022-09-23,Clothing,West,1,0.39,3833.02
2021-02-20,Furniture,North,36,0.06,11811.34
2023-04-03,Clothing,West,24,0.24,3497.78
2022-03-28,Furniture,North,27,0.2,11832.0
2023-07-03,Clothing,West,2,0.08,2733.39
2023-01-02,Electronics,North,31,0.3,11960.54
2021-07-09,Clothing,West,14,0.11,4060.86
2022-10-31,Furniture,East,2,0.15,13006.47
2021-04-23,Furniture,West,29,0.15,11732.73
2022-02-04,Clothing,East,15,0.1,3623.67
2023-12-15,Sports,West,12,0.17,6011.68
2022-03-31,Sports,West,37,0.19,5009.16
2022-07-24,Clothing,West,28,0.3,3576.44
2022-02-05,Electronics,West,20,0.31,8139.53
2021-02-16,Food,East,39,0.06,1540.69
2021-06-21,Food,North,24,0.24,1804.19
2023-07-02,Sports,West,21,0.36,4241.75
2021-06-28,Food,South,10,0.04,948.68
2023-11-15,Electronics,South,46,0.19,12103.91
2023-03-19,Food,East,14,0.3,1174.16
2022-02-03,Sports,East,37,0.24,3735.15
2023-10-02,Food,North,18,0.04,2057.28
2022-10-13,Furniture,North,24,0.16,12101.87
2023-11-14,Electronics,East,14,0.2,11772.74
2021-04-25,Electronics,South,34,0.4,7394.07
2023-01-10,Sports,South,12,0.07,5611.98
2023-03-26,Electronics,East,22,0.39,7970.28
2021-10-30,Clothing,South,6,0.15,3842.93
2023-05-26,Food,West,36,0.08,975.46
2023-01-28,Food,East,45,0.17,2397.38
2023-03-02,Clothing,South,36,0.25,3203.56
2023-02-03,Sports,West,22,0.09,4611.32
2021-01-25,Sports,South,14,0.12,6062.44
2022-08-06,Sports,South,16,0.34,4203.99
2022-12-08,Sports,South,36,0.4,6591.05
2022-12-21,Clothing,North,25,0.13,4111.47
2022-09-23,Furniture,North,32,0.06,12395.6
2023-07-02,Sports,East,33,0.32,3303.02
2021-06-29,Electronics,South,45,0.24,8032.1
2022-03-18,Clothing,North,36,0.04,2881.33
2023-06-29,Electronics,West,20,0.38,7638.95
2023-05-02,Food,North,18,0.03,1986.2
2023-06-26,Sports,East,38,0.25,4514.26
2022-08-15,Furniture,East,3,0.17,12534.51
2021-12-02,Sports,West,23,0.22,6189.87
2023-05-19,Food,South,32,0.09,883.71
2023-04-29,Electronics,West,45,0.28,7835.51
2021-10-13,Furniture,North,16,0.38,12502.94
2021-06-26,Clothing,North,5,0.18,3496.34
2021-10-22,Clothing,East,4,0.21,3598.35
2022-03-02,Electronics,West,21,0.1,8157.05
2022-09-14,Food,North,40,0.36,1409.04
2023-08-31,Furniture,North,14,0.39,11017.26
2023-12-12,Food,East,39,0.31,2681.32
2022-11-18,Food,North,31,0.22,2200.43
2021-05-16,Sports,North,14,0.38,3373.11
2023-02-09,Clothing,North,6,0.06,3381.36
2021-07-01,Furniture,North,12,0.19,12709.78
2021-01-14,Sports,West,16,0.22,6433.64
2023-04-19,Sports,South,17,0.2,4337.46
2022-07-14,Sports,West,45,0.32,4466.7
2023-04-29,Food,North,23,0.27,134.68
2021-12-25,Electronics,North,14,0.05,12860.58
2023-08-05,Furniture,North,7,0.14,11604.13
2021-10-08,Furniture,South,46,0.14,11648.0
2022-02-13,Sports,West,32,0.23,3764.45
2022-01-16,Clothing,East,15,0.12,4321.62
2023-02-21,Clothing,South,44,0.05,3750.2
2022-08-16,Food,East,17,0.26,1771.92
2023-10-02,Electronics,West,41,0.34,7660.75
2021-03-28,Food,East,47,0.37,1236.42
2022-09-11,Food,West,44,0.39,2747.18
2022-09-15,Furniture,South,34,0.31,12176.52
2023-10-09,Clothing,South,5,0.06,2784.09
2023-08-08,Sports,East,45,0.34,3189.07
2022-04-05,Food,East,27,0.16,662.15
2021-02-24,Furniture,South,23,0.29,11441.56
2021-01-06,Clothing,East,40,0.21,4547.92
2021-11-12,Furniture,West,14,0.33,18554.71
2022-06-22,Sports,North,15,0.17,4308.04
2022-09-07,Electronics,South,43,0.02,8587.03
2023-08-26,Electronics,North,33,0.22,8282.89
2021-09-12,Electronics,East,31,0.07,7387.08
2022-08-13,Sports,West,35,0.39,4212.43
2023-05-05,Clothing,West,17,0.21,3233.81
2022-01-03,Clothing,North,28,0.22,4439.95
2023-10-05,Furniture,East,19,0.36,11847.01
2022-05-17,Electronics,West,46,0.25,7925.87
2021-02-28,Clothing,South,23,0.12,2226.79
2021-09-02,Furniture,West,32,0.12,11333.92
2022-07-22,Furniture,West,40,0.2,13270.88
2023-10-07,Sports,East,13,0.35,3374.26
2021-05-17,Electronics,South,20,0.32,7116.69
2023-01-11,Electronics,South,35,0.39,11639.83
2023-09-12,Sports,North,5,0.03,4229.56
2023-06-13,Furniture,South,9,0.11,12280.59
2022-06-13,Clothing,North,29,0.03,2488.02
2023-09-02,Clothing,West,6,0.3,3048.29
2021-09-02,Clothing,South,25,0.06,2727.7
2023-02-04,Clothing,West,31,0.04,3095.15
2023-11-16,Food,West,22,0.22,2103.37
2021-02-05,Electronics,East,2,0.16,7652.98
2022-06-16,Electronics,South,45,0.29,7675.43
2021-11-30,Food,South,5,0.19,1150.43
2021-04-30,Electronics,East,27,0.17,7889.23
2021-10-27,Sports,West,25,0.17,3961.78
2022-10-17,Furniture,East,8,0.35,11295.75
2023-08-03,Electronics,East,1,0.16,7831.65
2021-10-05,Food,South,20,0.13,1372.37
2023-01-02,Sports,West,44,0.14,5073.26
2021-12-01,Furniture,South,23,0.08,17614.23
